fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.0,0.66,0.07,2.3,0.08900000000000001,11.0,88.0,0.99736,3.27,0.5,9.7,5
9.8,0.56,0.43,3.4,0.12300000000000001,13.0,31.0,0.9979,3.23,0.61,11.3,6
7.6,0.66,0.0,2.9,0.115,20.0,34.0,0.9978600000000001,3.21,0.6,9.8,5
10.3,0.54,0.48,4.5,0.08199999999999999,5.0,12.0,0.9988,3.29,0.59,11.5,4
7.5,0.5,0.34,2.2,0.079,22.0,132.0,0.997,3.3,0.63,9.5,5
6.7,0.6,0.26,2.1,0.08,10.0,116.0,0.9962,3.33,0.59,9.9,5
8.8,0.76,0.09,3.0,0.064,4.0,21.0,0.9966,3.21,0.56,9.8,5
10.0,0.26,0.52,2.1,0.11199999999999999,11.0,58.0,0.99708,3.28,0.75,11.2,7
7.3,0.3,0.34,2.1,0.066,12.0,25.0,0.9968,3.42,0.77,11,7
8.7,0.31,0.42,2.2,0.084,16.0,106.0,0.9964,3.22,1.07,10.6,5
7.2,0.635,0.13,2.4,0.078,10.0,28.0,0.9968,3.27,0.51,9.3,6
12.7,0.45,0.45,1.5,0.075,17.0,40.0,0.9990000000000001,3.29,0.72,10.1,6
7.5,0.79,0.0,4.1,0.086,27.0,53.0,0.9962200000000001,3.41,0.56,10.2,5
7.4,0.665,0.13,1.6,0.08800000000000001,19.0,76.0,0.9968,3.54,0.58,9.3,5
10.2,0.34,0.48,2.8,0.08199999999999999,6.0,12.0,0.99745,3.22,0.5,11.6,7
12.0,0.29,0.44,2.4,0.073,16.0,27.0,0.9996,3.12,1.0,10.2,7
8.7,0.4,0.4,2.7,0.057,5.0,19.0,0.99408,3.01,0.47,10.2,5
6.8,0.6,0.02,1.6,0.054000000000000006,15.0,27.0,0.9923799999999999,3.35,0.81,11.3,8
8.8,0.52,0.19,2.2,0.113,5.0,15.0,0.9963,3.23,0.62,10.9,6
9.2,0.765,0.22,2.6,0.062,18.0,108.0,0.9928,3.16,0.5,11.3,5
5.2,0.44,0.2,2.1,0.09300000000000001,31.0,84.0,0.99136,3.5,0.62,12.9,8
9.2,0.63,0.27,3.3,0.09699999999999999,15.0,73.0,0.9997,3.28,0.57,9.3,5
8.9,0.54,0.19,2.6,0.096,25.0,40.0,0.9981,3.39,0.57,9.1,5
8.3,0.32,0.45,2.1,0.08,31.0,65.0,0.9982,3.36,0.72,10.7,6
7.4,0.57,0.11,2.2,0.087,11.0,38.0,0.9965,3.52,0.63,11.1,6
6.6,0.5,0.08,4.1,0.065,10.0,24.0,0.99464,3.38,0.66,10.1,6
9.4,0.54,0.24,2.4,0.081,6.0,36.0,0.9986,3.44,0.72,10.1,6
5.9,0.4,0.28,2.7,0.09300000000000001,23.0,44.0,0.9934200000000001,3.58,0.74,12.4,6
8.4,0.53,0.29,2.8,0.09,24.0,90.0,0.99884,3.22,0.56,9.7,6
11.3,0.27,0.46,1.4,0.085,3.0,6.0,0.9959399999999999,3.13,0.61,10.4,5
7.8,0.44,0.3,2.0,0.08800000000000001,30.0,42.0,0.9982,3.41,0.57,9.5,6
7.1,0.6,0.02,2.1,0.079,28.0,95.0,0.99744,3.5,0.53,9.5,5
7.1,0.59,0.03,2.3,0.084,27.0,63.0,0.9959399999999999,3.32,0.68,10.7,6
6.1,0.61,0.01,1.8,0.06,35.0,87.0,0.9942799999999999,3.45,0.77,11.8,6
6.3,0.75,0.0,2.9,0.086,12.0,32.0,0.9943799999999999,3.56,0.53,10.8,5
8.5,0.49,0.49,2.7,0.08800000000000001,16.0,25.0,0.9982,3.38,0.61,9.5,6
7.2,0.66,0.0,2.0,0.067,27.0,52.0,0.99759,3.43,0.47,9.7,5
7.7,0.72,0.02,1.6,0.08199999999999999,18.0,31.0,0.99536,3.38,0.59,10.6,6
8.6,0.38,0.06,2.5,0.08199999999999999,16.0,45.0,0.99625,3.3,0.61,11,6
8.2,0.28,0.4,2.1,0.079,8.0,10.0,0.9938299999999999,3.29,0.51,11.9,7
11.6,0.48,0.73,1.9,0.084,24.0,70.0,0.9981,3.1,0.67,9.8,6
10.8,0.32,0.45,2.7,0.065,5.0,17.0,0.9982,3.31,0.79,11.8,7
7.1,0.43,0.12,2.3,0.087,24.0,94.0,0.99613,3.41,0.59,10.5,6
8.7,0.58,0.2,1.6,0.062,7.0,19.0,0.9945,3.2,0.49,9.3,5
6.8,0.65,0.23,2.4,0.081,11.0,106.0,0.9952,3.23,0.45,9.2,5
10.3,0.36,0.5,2.5,0.114,17.0,49.0,0.9994,3.28,0.65,9.5,5
12.8,0.39,0.74,2.7,0.094,39.0,75.0,0.9993,3.14,0.83,9.3,5
13.3,0.49,0.55,2.2,0.07400000000000001,10.0,37.0,10.003,3.15,0.83,10.7,6
8.5,0.26,0.3,1.4,0.064,6.0,12.0,0.9956200000000001,3.37,0.66,11.4,7
10.2,0.46,0.63,2.6,0.07,13.0,27.0,0.9990000000000001,3.23,0.79,9.9,6
8.0,0.83,0.1,1.8,0.071,14.0,48.0,0.9964200000000001,3.51,0.56,9.3,5
10.8,0.59,0.44,2.8,0.099,25.0,57.0,0.9994,3.19,0.66,9.4,5
6.9,0.43,0.02,1.9,0.06,18.0,34.0,0.9973,3.4,0.78,9.5,7
11.3,0.37,0.56,2.3,0.098,5.0,12.0,10.002,3.16,0.49,9,5
6.4,0.59,0.14,3.2,0.077,17.0,33.0,0.9956,3.52,0.53,10.6,5
7.7,0.765,0.0,2.5,0.081,16.0,46.0,0.9967,3.36,0.57,11,5
7.2,0.5,0.28,1.8,0.076,10.0,48.0,0.99482,3.51,0.66,12.8,8
15.0,0.28,0.46,1.6,0.055999999999999994,12.0,21.0,0.9909,3.18,0.45,11.8,6
10.4,0.43,0.47,2.7,0.1,20.0,45.0,0.9978,3.11,0.63,10.1,6
7.2,1.04,0.05,3.0,0.17600000000000002,30.0,88.0,0.9990700000000001,3.53,0.53,10,5
7.3,0.64,0.31,5.1,0.08,17.0,109.0,0.9966,3.32,0.49,9.7,4
9.8,0.66,0.39,2.2,0.098,9.0,35.0,0.9979600000000001,3.18,0.46,9.6,5
7.1,0.28,0.48,2.4,0.055999999999999994,21.0,67.0,0.9975,3.4,0.6,9.4,6
9.1,0.49,0.03,2.7,0.09,15.0,38.0,0.9993,3.16,0.53,9.4,5
7.5,0.32,0.58,2.7,0.08199999999999999,38.0,49.0,0.9963,3.38,0.73,12.3,7
7.8,0.46,0.39,1.9,0.079,20.0,69.0,0.9975799999999999,3.4,0.54,9.7,6
11.1,0.31,0.73,3.2,0.09,22.0,55.0,0.9997,3.14,0.68,9.2,5
8.5,0.64,0.32,2.0,0.086,23.0,113.0,0.9962,3.21,0.54,9.2,5
11.7,0.49,0.49,3.3,0.076,20.0,49.0,10.008,3.1,0.51,9,5
11.4,0.67,0.21,2.6,0.08,7.0,20.0,0.9981,3.07,0.46,9.9,5
7.8,0.65,0.03,1.8,0.09,13.0,94.0,0.9958600000000001,3.15,0.58,9.5,5
9.1,0.78,0.23,1.9,0.095,16.0,48.0,0.9986,3.17,0.6,9.5,6
8.8,0.59,0.49,2.9,0.095,14.0,110.0,0.9972,3.32,0.6,9.1,5
7.1,0.65,0.05,1.9,0.078,17.0,90.0,0.99616,3.31,0.44,9.6,4
7.3,0.55,0.0,2.4,0.064,16.0,23.0,0.9961,3.42,0.86,13,7
7.2,0.4,0.31,2.6,0.076,10.0,45.0,0.9968,3.43,0.79,9.5,7
8.6,0.41,0.18,4.1,0.09699999999999999,12.0,59.0,0.99775,3.33,0.59,9.4,6
6.1,0.58,0.01,3.2,0.073,9.0,23.0,0.9945,3.63,0.58,11.2,6
7.7,0.4,0.3,2.1,0.085,19.0,23.0,0.9947600000000001,3.34,0.71,11.3,6
7.7,0.5,0.21,2.2,0.079,21.0,109.0,0.996,3.25,0.53,9.9,6
8.2,0.76,0.11,2.5,0.07400000000000001,4.0,16.0,0.9978,3.37,0.54,9.6,5
8.1,0.31,0.44,2.1,0.08,8.0,25.0,0.9992,3.42,0.74,9.6,6
5.6,0.645,0.0,6.2,0.098,7.0,13.0,0.99436,3.68,0.79,11.7,7
7.5,0.34,0.4,2.5,0.075,17.0,52.0,0.9962,3.34,0.75,9.2,5
6.7,0.715,0.12,2.1,0.203,30.0,44.0,0.9957799999999999,3.32,0.83,10.6,7
8.2,0.63,0.79,4.1,0.098,17.0,42.0,0.9995,3.31,0.68,13.6,7
7.1,0.63,0.02,2.5,0.07200000000000001,29.0,40.0,0.99635,3.44,0.6,11.2,6
7.1,0.3,0.44,2.5,0.064,19.0,47.0,0.99572,3.39,0.81,11,7
9.0,0.86,0.0,1.9,0.081,40.0,75.0,0.9979100000000001,3.48,0.53,9.7,5
5.6,0.62,0.04,2.5,0.047,16.0,89.0,0.99345,3.5,0.57,10,5
10.9,0.39,0.68,3.5,0.076,6.0,14.0,0.9976,3.26,0.9,12,6
15.6,0.315,0.74,2.4,0.077,22.0,63.0,0.9995,3.52,0.71,10.8,5
8.3,0.29,0.45,2.2,0.095,11.0,22.0,0.99598,3.31,0.83,12.4,7
6.2,0.64,0.07,2.0,0.055999999999999994,15.0,21.0,0.99472,3.33,0.53,10.8,6
8.3,0.26,0.36,2.4,0.073,6.0,15.0,0.9968600000000001,3.27,0.58,11.9,7
9.0,0.97,0.0,2.6,0.081,10.0,11.0,0.9994,3.45,0.58,9.4,5
8.0,0.765,0.12,2.8,0.073,19.0,44.0,0.9976,3.31,0.47,9.5,5
12.4,0.28,0.49,2.0,0.08199999999999999,6.0,23.0,0.9976,3.02,1.07,12.3,7
9.8,0.38,0.49,1.8,0.08199999999999999,12.0,32.0,0.9963,3.19,0.52,9.4,5
7.2,0.605,0.09,1.8,0.087,18.0,62.0,0.9959,3.39,0.49,10,5
8.1,0.845,0.16,2.0,0.10300000000000001,7.0,23.0,0.99656,3.25,0.59,9.8,4
9.0,0.45,0.33,2.9,0.081,26.0,67.0,0.998,3.36,0.79,10,6
11.9,0.38,0.44,2.5,0.122,3.0,9.0,0.9988,3.28,0.63,11.3,6
11.4,0.18,0.4,2.2,0.09300000000000001,5.0,35.0,10.004,3.1,0.46,9,5
7.0,0.75,0.01,1.9,0.076,10.0,31.0,0.9956799999999999,3.39,0.42,9.7,5
9.9,0.7,0.54,2.6,0.212,36.0,96.0,0.9990000000000001,3.34,0.63,9.5,6
7.0,0.91,0.05,2.0,0.064,3.0,11.0,0.9950200000000001,3.23,0.47,10.2,4
9.4,0.29,0.34,5.2,0.069,16.0,26.0,0.9978,3.24,0.92,10.2,7
7.9,1.0,0.05,2.1,0.085,17.0,47.0,0.996,3.31,0.57,9.7,6
8.3,0.25,0.45,2.0,0.08,3.0,7.0,0.9961,3.27,0.5,11,7
7.3,0.62,0.0,1.9,0.086,32.0,42.0,0.9979,3.56,0.96,9.5,6
8.5,0.42,0.47,2.0,0.081,20.0,55.0,0.99672,3.29,0.55,9.4,5
9.3,0.43,0.41,1.6,0.08,11.0,32.0,0.9976,3.29,0.62,9.3,5
7.6,0.635,0.24,2.5,0.07200000000000001,19.0,56.0,0.99715,3.35,0.65,9.2,5
9.2,0.83,0.0,2.4,0.076,25.0,33.0,0.9968899999999999,3.26,0.58,9.8,6
9.2,0.3,0.44,1.5,0.057999999999999996,5.0,16.0,0.99498,3.22,0.54,11.3,5
7.9,0.56,0.12,2.1,0.11199999999999999,10.0,34.0,0.9953799999999999,3.2,0.67,10.9,6
10.0,0.45,0.2,11.5,0.071,46.0,60.0,10.015,3.16,0.66,9.2,6
9.9,0.5,0.16,2.0,0.078,15.0,25.0,0.9991,3.19,0.74,9.6,5
9.0,0.62,0.19,3.2,0.069,3.0,11.0,0.9988,3.29,0.57,11.5,5
7.9,0.58,0.21,2.2,0.086,23.0,64.0,0.9961200000000001,3.22,0.58,10.9,6
6.5,0.32,0.22,2.2,0.062,12.0,58.0,0.9953,3.34,0.62,12.2,6
8.4,0.39,0.36,1.4,0.066,13.0,28.0,0.9959,3.16,0.46,*,6
7.3,0.55,0.22,3.3,0.077,16.0,120.0,0.9967,3.27,0.49,9.2,5
7.6,0.37,0.2,2.7,0.105,23.0,32.0,0.9933799999999999,3.22,0.56,12.1,6
8.6,0.31,0.62,3.4,0.096,24.0,78.0,0.9976,3.25,0.66,9.1,5
8.8,0.47,0.21,2.2,0.071,18.0,45.0,0.9949,3.21,0.41,10.4,6
11.0,0.62,0.49,2.2,0.081,17.0,60.0,0.9983,3.18,0.73,10.2,6
8.4,0.71,0.22,2.1,0.07,32.0,72.0,0.9958799999999999,3.3,0.86,11,6
7.4,0.63,0.04,1.9,0.08,15.0,39.0,0.9974799999999999,3.35,0.65,9.5,5
6.9,1.0,0.08,2.4,0.172,11.0,35.0,0.9949,3.5,0.58,12.3,6
15.6,0.315,0.48,3.4,0.076,12.0,26.0,100.015,2.92,0.74,11.1,5
8.2,0.51,0.24,2.0,0.084,8.0,28.0,0.9986,3.24,0.78,9.6,6
10.3,0.24,0.48,2.7,0.069,5.0,10.0,0.9978,3.22,0.83,10.6,5
5.9,0.43,0.0,1.0,0.047,12.0,54.0,0.99356,3.7,0.78,10.9,7
13.7,0.32,0.45,2.6,0.081,15.0,40.0,0.9988,3.04,0.66,10.2,7
7.2,0.55,0.39,2.5,0.07400000000000001,18.0,99.0,0.99718,3.33,0.54,9.5,5
8.2,0.41,0.41,2.0,0.091,26.0,45.0,0.997,3.28,0.54,10.1,6
7.6,0.27,0.49,1.8,0.08199999999999999,28.0,65.0,0.9978600000000001,3.3,0.5,10.3,6
8.3,0.705,0.25,1.9,0.08900000000000001,10.0,52.0,0.9969,3.1,0.72,9.4,5
11.1,0.42,0.52,3.0,0.063,7.0,14.0,0.9986,3.28,0.89,11.5,6
7.1,0.52,0.01,1.8,0.081,16.0,45.0,0.9953200000000001,3.38,0.56,11,6
9.1,0.785,0.22,2.6,0.064,5.0,13.0,0.9961200000000001,3.14,0.49,10.2,5
6.2,0.57,0.1,1.2,0.048,12.0,33.0,0.9918,3.37,0.46,9.7,4
10.2,0.34,0.42,1.8,0.051,12.0,24.0,0.9973200000000001,3.18,0.86,10.5,6
10.9,0.56,0.29,2.2,0.073,10.0,38.0,0.9991,3.1,0.75,10.2,5
7.2,0.57,0.01,2.1,0.084,27.0,45.0,0.9951399999999999,3.45,0.87,10.4,6
5.6,0.4,0.19,1.6,0.049,12.0,92.0,0.9924,3.92,0.95,12.9,8
7.9,0.51,0.09,1.8,0.071,12.0,35.0,0.9954,3.41,0.56,9.8,5
5.6,0.835,0.01,1.4,0.064,3.0,13.0,0.9945799999999999,3.67,0.56,10,4
11.1,0.47,0.54,1.9,0.075,17.0,49.0,0.9963200000000001,3.07,0.57,9.9,6
6.0,0.49,0.14,2.4,0.076,16.0,21.0,0.9958899999999999,3.42,0.64,9.4,6
6.7,0.76,0.02,1.7,0.076,17.0,34.0,0.9958,3.4,0.43,10.6,6
6.2,0.69,0.11,2.1,0.079,11.0,28.0,0.99472,3.56,0.55,10.2,6
8.2,0.35,0.37,2.6,0.11699999999999999,4.0,6.0,0.9991399999999999,3.3,0.67,10.3,6
8.8,0.63,0.22,2.4,0.077,21.0,123.0,0.9962,3.27,0.53,9.9,5
10.9,0.53,0.39,4.8,0.11800000000000001,10.0,19.0,10.002,3.0,0.56,11.7,6
7.4,0.51,0.0,2.0,0.081,17.0,45.0,0.9976,3.43,0.58,9.4,5
8.4,0.775,0.11,6.5,0.07,11.0,23.0,0.99685,3.37,0.78,10.5,3
8.0,1.13,0.01,1.7,0.08199999999999999,14.0,82.0,0.9968,3.5,0.47,10,6
6.7,0.63,0.02,1.8,0.071,10.0,39.0,0.9956,3.3,0.7,10.6,7
10.5,0.52,0.75,2.8,0.07200000000000001,12.0,59.0,0.9971,3.1,0.75,11.8,7
7.7,0.53,0.11,2.6,0.09699999999999999,24.0,94.0,0.9954799999999999,3.25,0.54,10.5,6
11.9,0.445,0.48,1.9,0.057999999999999996,6.0,12.0,0.997,3.16,0.69,10,6
7.2,0.25,0.33,2.5,0.078,41.0,86.0,0.9959600000000001,3.4,0.89,11.1,6
8.2,0.81,0.0,2.6,0.081,26.0,48.0,0.99724,3.36,0.58,9.7,5
9.0,0.23,0.56,2.3,0.053,13.0,47.0,0.9950600000000001,3.29,0.59,12.6,7
7.7,0.57,0.0,1.9,0.051,27.0,42.0,0.9937,3.37,0.55,9.7,6
8.6,0.46,0.2,2.5,0.09699999999999999,36.0,135.0,0.9982,3.12,0.61,9.2,5
7.5,0.4,0.27,2.6,0.076,25.0,60.0,0.9969,3.35,0.62,9.4,5
11.2,0.26,0.46,3.4,0.094,4.0,10.0,0.99864,3.18,0.85,11,7
7.5,0.59,0.07,6.3,0.08,27.0,42.0,10.002,3.42,0.7,11,6
7.1,0.68,0.03,2.6,0.098,22.0,84.0,0.9953200000000001,3.38,0.5,9.9,5
6.9,0.7,0.15,1.7,0.078,9.0,33.0,0.9964,3.52,0.63,9.5,6
12.2,0.48,0.52,2.7,0.085,17.0,42.0,10.006,3.16,0.58,9,6
7.6,0.39,0.43,2.3,0.08199999999999999,26.0,68.0,0.9976,3.36,0.67,9.2,6
7.1,0.58,0.02,2.2,0.076,9.0,26.0,0.99736,3.4,0.6,9.4,5
8.1,0.6,0.14,2.5,0.094,12.0,42.0,0.9964299999999999,3.19,0.68,10.5,5
10.0,0.54,0.31,2.2,0.07400000000000001,26.0,62.0,0.9984,3.28,0.4,9.3,5
11.9,0.32,0.69,2.4,0.078,3.0,18.0,0.9958,3.1,0.63,12.8,6
7.4,0.64,0.18,2.1,0.07200000000000001,6.0,26.0,0.9965200000000001,3.33,0.53,9.5,5
8.2,0.83,0.24,2.4,0.096,10.0,48.0,0.99769,3.19,0.6,10,5
7.6,0.66,0.12,1.9,0.098,25.0,101.0,0.99615,3.37,0.59,9.5,5
8.9,0.54,0.49,1.9,0.065,40.0,41.0,0.9972,3.41,0.84,9.7,5
9.4,0.31,0.53,3.0,0.094,6.0,18.0,0.99674,3.29,0.7,11.6,7
9.7,0.5,0.3,2.0,0.368,15.0,33.0,0.9964,3.24,1.27,9.5,5
9.0,0.785,0.22,2.6,0.078,19.0,61.0,0.9964799999999999,3.16,0.62,9.8,5
7.2,0.38,0.26,2.1,0.071,23.0,66.0,0.99723,3.43,0.54,10.1,6
7.0,0.59,0.0,2.1,0.067,7.0,6.0,0.9927600000000001,3.29,0.58,11.9,6
7.5,0.38,0.42,2.1,0.068,9.0,21.0,0.9945799999999999,3.38,0.82,12.1,7
9.9,0.43,0.69,4.5,0.09300000000000001,11.0,69.0,0.9978,3.37,0.69,10.5,5
7.9,0.52,0.16,1.6,0.085,8.0,22.0,0.99645,3.33,0.52,9.5,5
8.6,0.43,0.49,2.8,0.08199999999999999,18.0,105.0,0.9973,3.32,0.52,9.9,5
8.8,0.78,0.29,2.9,0.08800000000000001,20.0,72.0,0.9984299999999999,3.42,0.55,9.7,5
8.4,0.66,0.0,1.3,0.086,5.0,18.0,0.9980600000000001,3.25,0.65,9.7,5
7.0,0.75,0.0,2.2,0.079,11.0,24.0,0.9966,3.48,0.47,9.6,4
6.7,0.41,0.31,1.7,0.08,13.0,39.0,0.99582,3.38,0.86,10.6,6
9.8,0.55,0.34,2.4,0.083,16.0,77.0,0.9983,3.24,0.7,10,7
10.5,0.33,0.49,6.8,0.095,13.0,19.0,0.9976,3.32,0.82,11.8,7
7.3,0.57,0.3,2.3,0.05,6.0,20.0,0.99536,3.38,0.65,*,7
7.8,0.56,0.01,2.3,0.08800000000000001,27.0,45.0,0.99516,3.41,0.58,10,6
15.0,0.31,0.54,2.2,0.095,13.0,24.0,100.005,3.01,0.84,9.2,7
7.2,0.45,0.4,2.4,0.078,4.0,11.0,0.99444,3.33,0.59,11.3,7
8.3,0.645,0.1,1.4,0.078,3.0,13.0,0.9963,3.24,0.66,11.5,5
7.3,0.51,0.05,2.0,0.084,3.0,6.0,0.9955799999999999,3.43,0.52,10.4,6
7.6,0.45,0.2,2.2,0.087,30.0,56.0,0.9968,3.31,0.6,10.2,6
6.8,0.51,0.27,2.0,0.08199999999999999,11.0,49.0,0.99644,3.48,0.65,10.3,6
11.4,0.61,0.54,5.4,0.126,50.0,90.0,10.004,3.33,0.7,9.5,5
8.3,0.51,0.35,1.6,0.073,16.0,46.0,0.99356,3.26,0.58,11.4,6
8.4,0.725,0.65,2.4,0.071,6.0,10.0,0.9972799999999999,3.21,0.59,10.8,5
8.9,0.69,0.1,3.9,0.10300000000000001,6.0,26.0,0.99766,3.36,0.53,10.2,5
9.1,0.22,0.23,3.4,0.09699999999999999,5.0,13.0,0.99464,3.22,0.49,11.8,7
6.9,0.54,0.07,1.8,0.081,9.0,19.0,0.99544,3.35,0.54,9.8,6
7.7,0.64,0.21,2.1,0.06,23.0,143.0,0.9956,3.17,0.57,9.9,5
10.5,0.59,0.66,4.4,0.129,6.0,15.0,0.9981,3.01,0.59,11.8,7
6.6,0.605,0.04,2.1,0.079,11.0,21.0,0.9951,3.46,0.82,10.8,5
8.4,0.43,0.36,2.2,0.044000000000000004,16.0,42.0,0.99346,3.26,0.79,11.8,7
6.3,0.47,0.01,1.9,0.08900000000000001,16.0,38.0,0.9958799999999999,3.43,0.58,11.1,6
7.8,0.64,0.03,2.1,0.083,27.0,104.0,0.99525,3.29,0.5,9.9,5
7.0,0.58,0.06,1.6,0.08199999999999999,3.0,6.0,0.9966,3.34,0.44,10.5,5
10.7,0.28,0.49,1.8,0.042,25.0,69.0,0.9986,3.22,0.67,10,6
10.5,0.835,0.49,4.1,0.106,10.0,17.0,10.002,3.37,0.8,11.6,6
7.8,0.56,0.14,2.6,0.08800000000000001,13.0,105.0,0.99625,3.26,0.5,9.9,5
6.5,0.52,0.03,2.2,0.081,25.0,49.0,0.9957799999999999,3.4,0.55,11,5
7.1,0.6,0.07,1.8,0.08199999999999999,6.0,7.0,0.9960700000000001,3.39,0.52,9.5,5
8.3,1.02,0.15,1.9,0.084,5.0,15.0,0.9984,3.3,0.59,9,5
8.2,0.32,0.37,2.6,0.084,3.0,16.0,0.9968,3.37,0.79,11.1,7
10.5,0.59,0.44,1.4,0.175,6.0,19.0,0.9974,3.09,0.73,10.8,6
6.1,0.53,0.02,1.9,0.065,19.0,36.0,0.9928,3.49,0.66,12.8,6
10.5,0.28,0.52,2.0,0.08,13.0,26.0,0.9967,3.12,0.69,11.9,6
9.7,0.68,0.41,2.5,0.083,11.0,44.0,0.9983,3.37,0.66,10.5,6
10.4,0.33,0.66,2.2,0.111,6.0,14.0,0.9966200000000001,3.27,0.69,11.7,6
6.9,0.55,0.14,2.0,0.078,6.0,20.0,0.9951399999999999,3.35,0.78,11.1,6
7.6,0.36,0.39,1.5,0.08900000000000001,24.0,46.0,0.99536,3.38,0.74,11,7
7.8,0.69,0.07,5.5,0.11199999999999999,21.0,98.0,0.9994,3.3,0.64,10.1,5
8.1,0.5,0.09,2.2,0.11,3.0,14.0,0.99508,3.28,0.62,10.9,6
6.0,0.37,0.27,8.9,0.068,18.0,107.0,0.9976,3.16,0.59,11.1,6
12.5,0.46,0.49,4.6,0.08,23.0,47.0,10.001,3.05,0.6,9.5,5
8.2,1.18,0.01,1.9,0.062,7.0,9.0,0.9943,3.04,0.44,10.5,4
6.1,0.52,0.21,3.0,0.07400000000000001,7.0,23.0,0.99434,3.48,0.87,11.2,5
7.9,0.51,0.45,1.8,0.10400000000000001,15.0,31.0,0.9954799999999999,3.19,0.56,10.5,5
8.5,0.885,0.1,5.1,0.132,5.0,14.0,0.99754,3.3,0.54,9.6,3
8.1,0.63,0.38,2.5,0.079,17.0,88.0,0.9972,3.39,0.48,9.5,5
11.0,0.28,0.46,1.4,0.091,6.0,16.0,0.996,3.25,0.7,10.4,6
6.9,0.46,0.24,2.6,0.071,10.0,47.0,0.99635,3.4,0.68,10.6,5
7.6,0.32,0.65,1.4,0.457,6.0,14.0,0.9979,3.06,1.02,9.2,6
10.3,0.5,0.49,2.6,0.09300000000000001,25.0,59.0,0.9999,3.25,0.79,10.7,6
9.3,0.31,0.39,1.9,0.06,21.0,47.0,0.99555,3.24,0.73,11,6
5.9,0.73,0.13,2.4,0.081,11.0,34.0,0.9938600000000001,3.51,0.66,12.6,6
9.3,0.28,0.41,1.7,0.084,3.0,23.0,0.99498,3.08,0.61,11.9,7
9.4,0.51,0.24,2.5,0.094,38.0,43.0,0.99782,3.39,0.56,10.5,5
8.2,0.36,0.37,1.4,0.076,16.0,86.0,0.9974,3.33,0.54,9.5,6
9.3,0.59,0.17,2.3,0.07400000000000001,9.0,20.0,0.9996,3.14,0.54,9.4,5
7.7,0.54,0.11,2.0,0.079,23.0,66.0,0.99559,3.27,0.51,10.9,6
8.2,0.625,0.26,2.8,0.084,5.0,33.0,0.9976,3.37,0.75,11,6
8.6,0.32,0.45,1.5,0.08,26.0,53.0,0.9965,3.42,0.7,10.7,6
8.8,0.43,0.65,0.9,0.092,23.0,102.0,0.9982,3.3,0.54,9.5,5
7.5,0.59,0.38,2.6,0.06,16.0,42.0,0.9937600000000001,3.28,0.59,11,4
8.7,0.12,0.38,1.7,0.066,10.0,29.0,0.99672,3.23,0.53,9.3,6
5.6,0.5,0.19,2.1,0.042,7.0,16.0,0.99344,3.43,0.65,12.7,6
8.2,0.24,0.45,5.0,0.081,3.0,16.0,0.99908,3.43,0.54,10.5,6
7.3,0.67,0.24,2.1,0.08800000000000001,5.0,23.0,0.99736,3.38,0.6,10.3,5
12.5,0.46,0.58,2.6,0.076,25.0,64.0,0.9998,3.1,0.77,10,5
7.5,0.51,0.27,8.1,0.06,30.0,79.0,0.99572,3.46,0.57,11.8,6
8.2,0.41,0.33,2.0,0.084,11.0,53.0,0.9981200000000001,3.33,0.7,10.2,6
7.1,0.31,0.5,1.7,0.057,18.0,31.0,0.9969,3.39,0.93,10.5,6
6.4,0.39,0.19,1.8,0.062,12.0,28.0,0.99434,3.42,0.54,10.1,6
6.7,0.39,0.13,2.3,0.07,29.0,65.0,0.99516,3.4,0.87,10.1,6
6.7,0.21,0.45,1.7,0.061,12.0,24.0,0.9955200000000001,3.42,0.74,11.2,6
9.8,0.73,0.11,2.3,0.08900000000000001,10.0,31.0,0.9983799999999999,3.28,0.54,10,5
9.3,0.26,0.45,2.6,0.083,18.0,34.0,0.9992,3.37,0.74,10.9,6
8.7,0.35,0.34,1.7,0.064,4.0,12.0,0.9959600000000001,3.12,0.82,*,7
7.6,0.735,0.2,1.9,0.075,9.0,39.0,0.9967,3.14,0.71,9.3,5
7.0,0.58,0.38,2.4,0.077,11.0,65.0,0.9978,3.4,0.58,9.5,5
6.2,0.75,0.05,2.2,0.049,16.0,48.0,0.9936799999999999,3.47,0.53,12.8,6
6.5,0.52,0.03,1.6,0.078,18.0,35.0,0.9958,3.35,0.82,10,8
11.9,0.58,0.53,2.0,0.07200000000000001,13.0,40.0,0.9991,3.04,0.59,9.3,6
7.5,0.41,0.73,1.6,0.46,6.0,15.0,0.9972,3.06,1.17,9.3,5
13.5,0.675,0.66,6.4,0.08800000000000001,17.0,93.0,0.99915,3.0,0.67,11.8,7
7.3,0.4,0.46,2.1,0.075,24.0,47.0,0.9959,3.31,0.86,11.6,7
9.3,0.99,0.04,1.4,0.085,10.0,28.0,0.9979,3.46,0.6,10.1,5
7.3,0.65,0.31,2.5,0.06,8.0,25.0,0.99525,3.37,0.58,10.2,6
9.4,0.47,0.58,3.0,0.063,9.0,11.0,0.9957600000000001,3.23,0.56,10.4,6
7.0,0.48,0.32,2.2,0.07200000000000001,9.0,18.0,0.9937600000000001,3.23,0.52,11.7,7
8.0,0.29,0.31,2.9,0.069,10.0,27.0,0.99565,3.4,0.61,12.5,7
